STORE_LOCATION,PRODUCT_CATEGORY,TOTAL_REVENUE,TOTAL_QUANTITY_SOLD,NUMBER_OF_TRANSACTIONS,UNIQUE_PRODUCTS_SOLD,MONTH_ID,DAY_OF_WEEK,TIME_BUCKET
Lower Manhattan,Bakery,41.25,12,12,7,2023-04-10,Mon,Afternoon
Lower Manhattan,Bakery,40.5,11,11,7,2023-04-11,Tue,Afternoon
Astoria,Bakery,51,14,14,7,2023-04-11,Tue,Afternoon
Hell's Kitchen,Bakery,28,8,8,7,2023-04-13,Thu,Afternoon
Lower Manhattan,Bakery,48.75,14,14,7,2023-04-16,Sun,Afternoon
Hell's Kitchen,Bakery,32.75,9,9,7,2023-04-30,Sun,Afternoon
Lower Manhattan,Bakery,39,11,11,7,2023-05-11,Thu,Afternoon
Astoria,Bakery,33.25,10,10,7,2023-05-12,Fri,Afternoon
Astoria,Bakery,36.25,10,10,7,2023-05-21,Sun,Afternoon
Astoria,Bakery,71.25,20,20,7,2023-05-23,Tue,Afternoon
Hell's Kitchen,Bakery,50.25,14,12,7,2023-05-25,Thu,Afternoon
Lower Manhattan,Bakery,47.81,14,14,7,2023-05-31,Wed,Afternoon
Hell's Kitchen,Bakery,71.25,20,20,7,2023-06-02,Fri,Afternoon
Lower Manhattan,Bakery,24.25,7,7,7,2023-06-08,Thu,Afternoon
Hell's Kitchen,Bakery,64,17,17,7,2023-06-08,Thu,Afternoon
Lower Manhattan,Bakery,45.9,11,11,7,2023-06-09,Fri,Afternoon
Lower Manhattan,Bakery,46,13,13,7,2023-06-10,Sat,Afternoon
Hell's Kitchen,Bakery,47,13,13,7,2023-06-10,Sat,Afternoon
Lower Manhattan,Bakery,46.25,13,13,7,2023-06-15,Thu,Afternoon
Lower Manhattan,Bakery,58,16,16,7,2023-06-19,Mon,Afternoon
Hell's Kitchen,Bakery,46.25,14,14,7,2023-06-22,Thu,Afternoon
Hell's Kitchen,Bakery,40.65,12,11,7,2023-06-24,Sat,Afternoon
Hell's Kitchen,Bakery,51.5,14,13,7,2023-06-25,Sun,Afternoon
Hell's Kitchen,Bakery,55.5,16,16,7,2023-06-26,Mon,Afternoon
Astoria,Bakery,72,20,20,9,2023-01-06,Fri,Afternoon
Lower Manhattan,Bakery,60,17,17,9,2023-01-14,Sat,Afternoon
Astoria,Bakery,54.5,15,15,9,2023-01-23,Mon,Afternoon
Astoria,Bakery,49,14,14,9,2023-01-24,Tue,Afternoon
Hell's Kitchen,Bakery,63,17,17,9,2023-01-28,Sat,Afternoon
Lower Manhattan,Bakery,55.8,16,15,9,2023-01-29,Sun,Afternoon
Astoria,Bakery,86.5,25,25,9,2023-02-01,Wed,Afternoon
Hell's Kitchen,Bakery,39,11,11,9,2023-02-01,Wed,Afternoon
Lower Manhattan,Bakery,60.25,17,17,9,2023-02-02,Thu,Afternoon
Hell's Kitchen,Bakery,50.5,14,14,9,2023-02-03,Fri,Afternoon
Lower Manhattan,Bakery,51,14,14,9,2023-02-05,Sun,Afternoon
Astoria,Bakery,71.25,21,21,9,2023-02-20,Mon,Afternoon
Astoria,Bakery,63.25,18,18,9,2023-02-24,Fri,Afternoon
Astoria,Bakery,38.25,11,11,9,2023-02-27,Mon,Afternoon
Astoria,Bakery,73.75,21,21,9,2023-03-01,Wed,Afternoon
Lower Manhattan,Bakery,75.75,21,21,9,2023-03-01,Wed,Afternoon
Lower Manhattan,Bakery,71,20,20,9,2023-03-05,Sun,Afternoon
Astoria,Bakery,84.75,24,24,9,2023-03-06,Mon,Afternoon
Lower Manhattan,Bakery,63.25,18,18,9,2023-03-06,Mon,Afternoon
Astoria,Bakery,125.25,34,18,9,2023-03-08,Wed,Afternoon
Lower Manhattan,Bakery,45.75,13,13,9,2023-03-14,Tue,Afternoon
Lower Manhattan,Bakery,60.25,17,17,9,2023-03-18,Sat,Afternoon
Astoria,Bakery,68,20,20,9,2023-03-20,Mon,Afternoon
Astoria,Bakery,58,16,16,9,2023-03-27,Mon,Afternoon
Lower Manhattan,Bakery,74.1,22,20,9,2023-03-28,Tue,Afternoon
Astoria,Bakery,53.25,15,15,9,2023-03-29,Wed,Afternoon
Lower Manhattan,Bakery,83.55,24,23,9,2023-03-29,Wed,Afternoon
Lower Manhattan,Bakery,55.5,16,16,9,2023-04-04,Tue,Afternoon
Hell's Kitchen,Bakery,56,16,16,9,2023-04-07,Fri,Afternoon
Astoria,Bakery,182,50,29,9,2023-04-08,Sat,Afternoon
Astoria,Bakery,52.25,15,15,9,2023-04-12,Wed,Afternoon
Lower Manhattan,Bakery,53,15,15,9,2023-04-18,Tue,Afternoon
Lower Manhattan,Bakery,68.55,20,19,9,2023-04-20,Thu,Afternoon
Astoria,Bakery,72.25,20,20,9,2023-04-22,Sat,Afternoon
Astoria,Bakery,75.75,21,21,9,2023-04-23,Sun,Afternoon
Astoria,Bakery,58.75,16,16,9,2023-04-28,Fri,Afternoon
Astoria,Bakery,79,23,23,9,2023-04-30,Sun,Afternoon
Hell's Kitchen,Bakery,92.25,25,25,9,2023-05-01,Mon,Afternoon
Hell's Kitchen,Bakery,66.75,19,19,9,2023-05-02,Tue,Afternoon
Lower Manhattan,Bakery,94.75,27,27,9,2023-05-06,Sat,Afternoon
Hell's Kitchen,Bakery,50.5,14,14,9,2023-05-07,Sun,Afternoon
Astoria,Bakery,86.5,23,23,9,2023-05-07,Sun,Afternoon
Hell's Kitchen,Bakery,56.5,15,15,9,2023-05-09,Tue,Afternoon
Hell's Kitchen,Bakery,59.5,16,16,9,2023-05-10,Wed,Afternoon
Lower Manhattan,Bakery,85,24,24,9,2023-05-12,Fri,Afternoon
Lower Manhattan,Bakery,73.5,21,21,9,2023-05-13,Sat,Afternoon
Astoria,Bakery,36.25,10,10,9,2023-05-14,Sun,Afternoon
Lower Manhattan,Bakery,76.75,21,21,9,2023-05-14,Sun,Afternoon
Lower Manhattan,Bakery,67,19,19,9,2023-05-17,Wed,Afternoon
Astoria,Bakery,52.5,15,15,9,2023-05-18,Thu,Afternoon
Lower Manhattan,Bakery,63.25,18,18,9,2023-05-20,Sat,Afternoon
Hell's Kitchen,Bakery,60,17,17,9,2023-05-21,Sun,Afternoon
Lower Manhattan,Bakery,65.8,19,18,9,2023-05-22,Mon,Afternoon
Astoria,Bakery,76.5,21,21,9,2023-05-27,Sat,Afternoon
Hell's Kitchen,Bakery,49.5,14,14,9,2023-05-30,Tue,Afternoon
Hell's Kitchen,Bakery,76,21,21,9,2023-06-03,Sat,Afternoon
Hell's Kitchen,Bakery,59.5,17,17,9,2023-06-04,Sun,Afternoon
Astoria,Bakery,172.25,47,26,9,2023-06-08,Thu,Afternoon
Lower Manhattan,Bakery,57.25,16,16,9,2023-06-11,Sun,Afternoon
Astoria,Bakery,66.25,18,18,9,2023-06-16,Fri,Afternoon
Lower Manhattan,Bakery,69,19,19,9,2023-06-17,Sat,Afternoon
Astoria,Bakery,56.25,16,16,9,2023-06-18,Sun,Afternoon
Hell's Kitchen,Bakery,77.75,22,22,9,2023-06-21,Wed,Afternoon
Lower Manhattan,Bakery,85.35,25,24,9,2023-06-21,Wed,Afternoon
Lower Manhattan,Bakery,59.55,17,16,9,2023-06-22,Thu,Afternoon
Astoria,Bakery,82.25,24,24,9,2023-06-25,Sun,Afternoon
Lower Manhattan,Bakery,68.45,19,17,9,2023-06-25,Sun,Afternoon
Hell's Kitchen,Bakery,108.75,30,30,9,2023-06-28,Wed,Afternoon
Hell's Kitchen,Bakery,81.25,23,23,9,2023-06-29,Thu,Afternoon
Hell's Kitchen,Bakery,42.75,12,12,9,2023-06-30,Fri,Afternoon
Lower Manhattan,Bakery,53.38,14,14,9,2023-06-30,Fri,Afternoon
Hell's Kitchen,Bakery,32.75,9,9,6,2023-01-02,Mon,Afternoon
Hell's Kitchen,Bakery,40.25,11,11,6,2023-01-01,Sun,Afternoon
Hell's Kitchen,Bakery,32.5,9,9,6,2023-01-05,Thu,Afternoon
Lower Manhattan,Bakery,37.75,11,11,6,2023-01-04,Wed,Afternoon
Lower Manhattan,Bakery,37.75,10,10,6,2023-01-05,Thu,Afternoon
Hell's Kitchen,Bakery,36.75,10,10,6,2023-01-09,Mon,Afternoon
Lower Manhattan,Bakery,28.5,8,8,6,2023-01-10,Tue,Afternoon
Hell's Kitchen,Bakery,25.75,7,7,6,2023-01-14,Sat,Afternoon
Astoria,Bakery,25.75,7,7,6,2023-01-16,Mon,Afternoon
Lower Manhattan,Bakery,33.75,10,10,6,2023-01-18,Wed,Afternoon
Hell's Kitchen,Bakery,39.5,11,11,6,2023-01-21,Sat,Afternoon
Lower Manhattan,Bakery,35.75,10,10,6,2023-01-22,Sun,Afternoon
Lower Manhattan,Bakery,43.2,12,10,6,2023-01-25,Wed,Afternoon
Hell's Kitchen,Bakery,34,10,9,6,2023-01-26,Thu,Afternoon
Lower Manhattan,Bakery,40.15,12,12,6,2023-01-27,Fri,Afternoon
Astoria,Bakery,37.5,11,10,6,2023-01-30,Mon,Afternoon
Lower Manhattan,Bakery,26.75,8,8,6,2023-02-06,Mon,Afternoon
Lower Manhattan,Bakery,27.75,8,8,6,2023-01-31,Tue,Afternoon
Hell's Kitchen,Bakery,27.5,8,8,6,2023-02-07,Tue,Afternoon
Astoria,Bakery,31.25,9,9,6,2023-02-12,Sun,Afternoon
Lower Manhattan,Bakery,31.25,9,9,6,2023-02-10,Fri,Afternoon
Lower Manhattan,Bakery,48.75,14,14,6,2023-02-12,Sun,Afternoon
Astoria,Bakery,27.25,8,8,6,2023-02-16,Thu,Afternoon
Lower Manhattan,Bakery,40,12,12,6,2023-02-18,Sat,Afternoon
Lower Manhattan,Bakery,32.8,10,10,6,2023-02-21,Tue,Afternoon
Lower Manhattan,Bakery,24.25,7,7,6,2023-02-26,Sun,Afternoon
Hell's Kitchen,Bakery,38.25,11,10,6,2023-02-26,Sun,Afternoon
Astoria,Bakery,26,7,7,6,2023-02-28,Tue,Afternoon
Hell's Kitchen,Bakery,41.25,11,11,6,2023-03-01,Wed,Afternoon
Lower Manhattan,Bakery,56.5,16,16,6,2023-03-04,Sat,Afternoon
Hell's Kitchen,Bakery,22,6,6,6,2023-03-04,Sat,Afternoon
Astoria,Bakery,37.25,11,11,6,2023-03-07,Tue,Afternoon
Hell's Kitchen,Bakery,38,10,10,6,2023-03-08,Wed,Afternoon
Hell's Kitchen,Bakery,40.75,12,12,6,2023-03-12,Sun,Afternoon
Astoria,Bakery,23.75,7,7,6,2023-03-15,Wed,Afternoon
Lower Manhattan,Bakery,44.25,12,12,6,2023-03-17,Fri,Afternoon
Astoria,Bakery,27.5,8,8,6,2023-03-25,Sat,Afternoon
Hell's Kitchen,Bakery,40.5,11,11,6,2023-03-30,Thu,Afternoon
Lower Manhattan,Bakery,42,11,11,6,2023-03-31,Fri,Afternoon
Astoria,Bakery,39,10,10,6,2023-03-31,Fri,Afternoon
Hell's Kitchen,Bakery,39,11,11,6,2023-04-04,Tue,Afternoon
Hell's Kitchen,Bakery,41.75,11,11,6,2023-04-08,Sat,Afternoon
Hell's Kitchen,Bakery,26.75,8,8,6,2023-04-11,Tue,Afternoon
Lower Manhattan,Bakery,31,8,8,6,2023-04-13,Thu,Afternoon
Astoria,Bakery,33.75,9,9,6,2023-04-13,Thu,Afternoon
Astoria,Bakery,28.25,8,8,6,2023-04-14,Fri,Afternoon
Hell's Kitchen,Bakery,32,9,9,6,2023-04-14,Fri,Afternoon
Lower Manhattan,Bakery,28,8,8,6,2023-04-15,Sat,Afternoon
Hell's Kitchen,Bakery,23.25,7,7,6,2023-04-15,Sat,Afternoon
Astoria,Bakery,31.25,9,9,6,2023-04-16,Sun,Afternoon
Lower Manhattan,Bakery,31.75,9,9,6,2023-04-19,Wed,Afternoon
Lower Manhattan,Bakery,35.5,10,10,6,2023-04-22,Sat,Afternoon
Lower Manhattan,Bakery,48.75,15,13,6,2023-04-24,Mon,Afternoon
Hell's Kitchen,Bakery,33.5,9,9,6,2023-04-25,Tue,Afternoon
Hell's Kitchen,Bakery,45.5,13,12,6,2023-04-26,Wed,Afternoon
Lower Manhattan,Bakery,34.75,10,10,6,2023-05-08,Mon,Afternoon
Astoria,Bakery,45.5,12,12,6,2023-05-09,Tue,Afternoon
Lower Manhattan,Bakery,40.89,10,10,6,2023-05-09,Tue,Afternoon
Astoria,Bakery,36.75,10,10,6,2023-05-10,Wed,Afternoon
Hell's Kitchen,Bakery,49,14,14,6,2023-05-12,Fri,Afternoon
Astoria,Bakery,37.75,10,10,6,2023-05-13,Sat,Afternoon
Astoria,Bakery,30.25,9,9,6,2023-05-19,Fri,Afternoon
Lower Manhattan,Bakery,36.5,10,10,6,2023-05-19,Fri,Afternoon
Hell's Kitchen,Bakery,45.75,14,14,6,2023-05-22,Mon,Afternoon
Lower Manhattan,Bakery,26.65,8,8,6,2023-05-23,Tue,Afternoon
Hell's Kitchen,Bakery,40.3,12,11,6,2023-05-24,Wed,Afternoon
Lower Manhattan,Bakery,50.5,13,13,6,2023-05-25,Thu,Afternoon
Hell's Kitchen,Bakery,45.5,13,12,6,2023-05-26,Fri,Afternoon
Astoria,Bakery,32,9,9,6,2023-05-31,Wed,Afternoon
Hell's Kitchen,Bakery,67.25,19,19,6,2023-06-12,Mon,Afternoon
Hell's Kitchen,Bakery,35.75,10,10,6,2023-06-16,Fri,Afternoon
Astoria,Bakery,28.75,8,8,6,2023-06-21,Wed,Afternoon
Lower Manhattan,Bakery,30.65,9,9,6,2023-06-23,Fri,Afternoon
Lower Manhattan,Bakery,64.25,18,18,8,2023-01-03,Tue,Afternoon
Astoria,Bakery,69.75,20,20,8,2023-01-05,Thu,Afternoon
Lower Manhattan,Bakery,32,9,9,8,2023-01-11,Wed,Afternoon
Lower Manhattan,Bakery,38,11,11,8,2023-01-13,Fri,Afternoon
Lower Manhattan,Bakery,44.05,13,12,8,2023-01-20,Fri,Afternoon
Hell's Kitchen,Bakery,53.75,15,15,8,2023-01-29,Sun,Afternoon
Astoria,Bakery,49.5,14,14,8,2023-01-29,Sun,Afternoon
Hell's Kitchen,Bakery,47.5,13,13,8,2023-02-02,Thu,Afternoon
Lower Manhattan,Bakery,63,18,18,8,2023-02-03,Fri,Afternoon
Astoria,Bakery,62.25,18,18,8,2023-02-04,Sat,Afternoon
Astoria,Bakery,44.25,12,12,8,2023-02-07,Tue,Afternoon
Lower Manhattan,Bakery,28.75,8,8,8,2023-02-13,Mon,Afternoon
Lower Manhattan,Bakery,40,11,11,8,2023-02-19,Sun,Afternoon
Lower Manhattan,Bakery,47.25,13,13,8,2023-02-20,Mon,Afternoon
Astoria,Bakery,61.5,17,17,8,2023-02-22,Wed,Afternoon
Astoria,Bakery,56.75,16,16,8,2023-02-23,Thu,Afternoon
Astoria,Bakery,44.75,13,13,8,2023-02-26,Sun,Afternoon
Hell's Kitchen,Bakery,45.5,13,13,8,2023-03-02,Thu,Afternoon
Hell's Kitchen,Bakery,61,17,17,8,2023-03-03,Fri,Afternoon
Hell's Kitchen,Bakery,32.5,9,9,8,2023-03-05,Sun,Afternoon
Hell's Kitchen,Bakery,42.75,12,12,8,2023-03-06,Mon,Afternoon
Hell's Kitchen,Bakery,28.25,8,8,8,2023-03-07,Tue,Afternoon
Lower Manhattan,Bakery,39.5,11,11,8,2023-03-20,Mon,Afternoon
Hell's Kitchen,Bakery,40.5,11,11,8,2023-03-20,Mon,Afternoon
Hell's Kitchen,Bakery,51.25,15,15,8,2023-03-21,Tue,Afternoon
Lower Manhattan,Bakery,34.5,10,10,8,2023-03-23,Thu,Afternoon
Astoria,Bakery,58.25,17,17,8,2023-03-26,Sun,Afternoon
Lower Manhattan,Bakery,35.5,10,10,8,2023-03-26,Sun,Afternoon
Lower Manhattan,Bakery,46.3,14,14,8,2023-03-27,Mon,Afternoon
Hell's Kitchen,Bakery,38.75,11,11,8,2023-03-29,Wed,Afternoon
Astoria,Bakery,51.25,15,14,8,2023-03-30,Thu,Afternoon
Astoria,Bakery,61,17,17,8,2023-04-04,Tue,Afternoon
Lower Manhattan,Bakery,80.5,22,22,8,2023-04-05,Wed,Afternoon
Lower Manhattan,Bakery,45,13,13,8,2023-04-06,Thu,Afternoon
Hell's Kitchen,Bakery,47.75,14,14,8,2023-04-06,Thu,Afternoon
Hell's Kitchen,Bakery,68.25,18,18,8,2023-04-09,Sun,Afternoon
Hell's Kitchen,Bakery,44.25,12,12,8,2023-04-10,Mon,Afternoon
Lower Manhattan,Bakery,71,20,20,8,2023-04-12,Wed,Afternoon
Hell's Kitchen,Bakery,60,17,17,8,2023-04-12,Wed,Afternoon
Lower Manhattan,Bakery,43,12,12,8,2023-04-17,Mon,Afternoon
Astoria,Bakery,32.5,9,9,8,2023-04-17,Mon,Afternoon
Astoria,Bakery,34.25,10,10,8,2023-04-19,Wed,Afternoon
Hell's Kitchen,Bakery,32.75,9,9,8,2023-04-20,Thu,Afternoon
Hell's Kitchen,Bakery,55.5,16,16,8,2023-04-21,Fri,Afternoon
Lower Manhattan,Bakery,48.4,13,13,8,2023-04-25,Tue,Afternoon
Astoria,Bakery,68.5,19,19,8,2023-04-26,Wed,Afternoon
Lower Manhattan,Bakery,47.15,14,14,8,2023-04-27,Thu,Afternoon
Astoria,Bakery,71.5,20,20,8,2023-04-27,Thu,Afternoon
Hell's Kitchen,Bakery,68,19,19,8,2023-04-28,Fri,Afternoon
Lower Manhattan,Bakery,100.5,28,28,8,2023-05-02,Tue,Afternoon
Hell's Kitchen,Bakery,64,18,18,8,2023-05-04,Thu,Afternoon
Hell's Kitchen,Bakery,60.25,17,17,8,2023-05-05,Fri,Afternoon
Hell's Kitchen,Bakery,68,19,19,8,2023-05-08,Mon,Afternoon
Lower Manhattan,Bakery,52,15,15,8,2023-05-10,Wed,Afternoon
Astoria,Bakery,47.5,13,13,8,2023-05-11,Thu,Afternoon
Hell's Kitchen,Bakery,48,13,13,8,2023-05-13,Sat,Afternoon
Hell's Kitchen,Bakery,51,14,14,8,2023-05-14,Sun,Afternoon
Lower Manhattan,Bakery,52.75,15,15,8,2023-05-15,Mon,Afternoon
Astoria,Bakery,62.25,17,17,8,2023-05-16,Tue,Afternoon
Astoria,Bakery,53.75,15,15,8,2023-05-17,Wed,Afternoon
Lower Manhattan,Bakery,67.2,21,18,8,2023-05-24,Wed,Afternoon
Astoria,Bakery,68.75,19,19,8,2023-05-26,Fri,Afternoon
Lower Manhattan,Bakery,61.85,19,18,8,2023-05-27,Sat,Afternoon
Lower Manhattan,Bakery,54.65,16,16,8,2023-05-30,Tue,Afternoon
Hell's Kitchen,Bakery,58.25,16,16,8,2023-06-05,Mon,Afternoon
Lower Manhattan,Bakery,71.75,21,21,8,2023-06-06,Tue,Afternoon
Lower Manhattan,Bakery,94.5,27,27,8,2023-06-12,Mon,Afternoon
Astoria,Bakery,51,15,15,8,2023-06-12,Mon,Afternoon
Hell's Kitchen,Bakery,44.75,12,12,8,2023-06-13,Tue,Afternoon
Astoria,Bakery,34.25,10,10,8,2023-06-14,Wed,Afternoon
Hell's Kitchen,Bakery,37,11,11,8,2023-06-15,Thu,Afternoon
Astoria,Bakery,57.25,16,16,8,2023-06-17,Sat,Afternoon
Hell's Kitchen,Bakery,46.75,13,13,8,2023-06-20,Tue,Afternoon
Lower Manhattan,Bakery,62.15,19,17,8,2023-06-24,Sat,Afternoon
Lower Manhattan,Bakery,63.45,19,17,8,2023-06-26,Mon,Afternoon
Lower Manhattan,Bakery,67,21,20,8,2023-06-27,Tue,Afternoon
Astoria,Bakery,58.25,17,17,8,2023-06-28,Wed,Afternoon
Astoria,Bakery,70,19,18,8,2023-06-30,Fri,Afternoon
Lower Manhattan,Bakery,62.75,18,18,10,2023-01-01,Sun,Morning
Lower Manhattan,Bakery,54.75,16,16,10,2023-01-05,Thu,Morning
Hell's Kitchen,Bakery,85.75,24,24,10,2023-01-08,Sun,Morning
Hell's Kitchen,Bakery,69,20,20,10,2023-01-10,Tue,Morning
Lower Manhattan,Bakery,103.75,29,29,10,2023-01-10,Tue,Morning
Lower Manhattan,Bakery,96.25,26,26,10,2023-01-13,Fri,Morning
Hell's Kitchen,Bakery,140.75,39,39,10,2023-01-14,Sat,Morning
Astoria,Bakery,91.5,26,26,10,2023-01-15,Sun,Morning
Hell's Kitchen,Bakery,111,30,30,10,2023-01-16,Mon,Morning
Astoria,Bakery,63.5,18,18,10,2023-01-17,Tue,Morning
Lower Manhattan,Bakery,59.5,17,17,10,2023-01-19,Thu,Morning
Astoria,Bakery,81.75,23,23,10,2023-01-19,Thu,Morning
Lower Manhattan,Bakery,50.35,15,14,10,2023-01-22,Sun,Morning
Astoria,Bakery,62.75,17,17,10,2023-01-24,Tue,Morning
Hell's Kitchen,Bakery,86,24,24,10,2023-01-25,Wed,Morning
Hell's Kitchen,Bakery,81.5,23,22,10,2023-01-26,Thu,Morning
Lower Manhattan,Bakery,83.53,23,23,10,2023-01-30,Mon,Morning
Lower Manhattan,Bakery,88.5,25,25,10,2023-02-08,Wed,Morning
Hell's Kitchen,Bakery,102.5,28,28,10,2023-02-13,Mon,Morning
Lower Manhattan,Bakery,102.25,28,28,10,2023-02-12,Sun,Morning
Lower Manhattan,Bakery,84.5,24,24,10,2023-02-14,Tue,Morning
Hell's Kitchen,Bakery,142.5,40,40,10,2023-02-14,Tue,Morning
Lower Manhattan,Bakery,49,14,14,10,2023-02-15,Wed,Morning
Hell's Kitchen,Bakery,93.5,27,27,10,2023-02-15,Wed,Morning
Hell's Kitchen,Bakery,89.25,25,24,10,2023-02-17,Fri,Morning
Lower Manhattan,Bakery,134,40,39,10,2023-02-20,Mon,Morning
Astoria,Bakery,96.5,28,28,10,2023-02-20,Mon,Morning
Lower Manhattan,Bakery,84.5,24,24,10,2023-02-21,Tue,Morning
Lower Manhattan,Bakery,80.95,24,23,10,2023-02-22,Wed,Morning
Hell's Kitchen,Bakery,87.75,25,24,10,2023-02-23,Thu,Morning
Lower Manhattan,Bakery,82.25,24,23,10,2023-02-25,Sat,Morning
Astoria,Bakery,112.75,31,16,10,2023-03-08,Wed,Morning
Hell's Kitchen,Bakery,82.5,23,23,10,2023-03-09,Thu,Morning
Astoria,Bakery,96.75,27,25,10,2023-03-09,Thu,Morning
Lower Manhattan,Bakery,89.46,21,21,10,2023-03-09,Thu,Morning
Hell's Kitchen,Bakery,110.5,31,31,10,2023-03-11,Sat,Morning
Hell's Kitchen,Bakery,75.75,21,21,10,2023-03-12,Sun,Morning
Astoria,Bakery,82.75,24,24,10,2023-03-12,Sun,Morning
Astoria,Bakery,87,25,25,10,2023-03-13,Mon,Morning
Lower Manhattan,Bakery,123.5,34,34,10,2023-03-13,Mon,Morning
Hell's Kitchen,Bakery,89,24,24,10,2023-03-13,Mon,Morning
Lower Manhattan,Bakery,118.25,33,33,10,2023-03-14,Tue,Morning
Hell's Kitchen,Bakery,162.25,45,45,10,2023-03-14,Tue,Morning
Astoria,Bakery,121.25,34,34,10,2023-03-15,Wed,Morning
Lower Manhattan,Bakery,84.25,24,24,10,2023-03-16,Thu,Morning
Hell's Kitchen,Bakery,129.75,37,37,10,2023-03-16,Thu,Morning
Astoria,Bakery,89,25,25,10,2023-03-16,Thu,Morning
Hell's Kitchen,Bakery,92.75,26,25,10,2023-03-17,Fri,Morning
Astoria,Bakery,104.75,30,30,10,2023-03-17,Fri,Morning
Lower Manhattan,Bakery,71.25,20,20,10,2023-03-18,Sat,Morning
Astoria,Bakery,94,27,27,10,2023-03-19,Sun,Morning
Lower Manhattan,Bakery,85.85,25,23,10,2023-03-21,Tue,Morning
Hell's Kitchen,Bakery,111,31,31,10,2023-03-21,Tue,Morning
Astoria,Bakery,66.5,18,18,10,2023-03-22,Wed,Morning
Lower Manhattan,Bakery,75.55,23,20,10,2023-03-23,Thu,Morning
Lower Manhattan,Bakery,126.95,36,35,10,2023-03-24,Fri,Morning
Astoria,Bakery,67.5,19,19,10,2023-03-29,Wed,Morning
Hell's Kitchen,Bakery,94.75,27,26,10,2023-03-31,Fri,Morning
Lower Manhattan,Bakery,89.03,26,26,10,2023-03-31,Fri,Morning
Lower Manhattan,Bakery,69,20,20,10,2023-04-01,Sat,Morning
Lower Manhattan,Bakery,75.75,21,21,10,2023-04-03,Mon,Morning
Lower Manhattan,Bakery,115,33,33,10,2023-04-05,Wed,Morning
Hell's Kitchen,Bakery,145,39,39,10,2023-04-08,Sat,Morning
Hell's Kitchen,Bakery,90,25,25,10,2023-04-09,Sun,Morning
Astoria,Bakery,88.75,26,26,10,2023-04-12,Wed,Morning
Lower Manhattan,Bakery,95,27,27,10,2023-04-15,Sat,Morning
Astoria,Bakery,99,28,28,10,2023-04-15,Sat,Morning
Astoria,Bakery,119.25,34,34,10,2023-04-18,Tue,Morning
Lower Manhattan,Bakery,97.25,27,27,10,2023-04-19,Wed,Morning
Hell's Kitchen,Bakery,132.75,37,36,10,2023-04-25,Tue,Morning
Hell's Kitchen,Bakery,137.25,39,37,10,2023-04-26,Wed,Morning
Lower Manhattan,Bakery,132.3,37,37,10,2023-04-27,Thu,Morning
Lower Manhattan,Bakery,57.8,17,16,10,2023-04-28,Fri,Morning
Lower Manhattan,Bakery,81.4,24,21,10,2023-04-29,Sat,Morning
Astoria,Bakery,86.25,24,24,10,2023-05-07,Sun,Morning
Hell's Kitchen,Bakery,155.75,43,43,10,2023-05-07,Sun,Morning
Hell's Kitchen,Bakery,155,42,42,10,2023-05-08,Mon,Morning
Lower Manhattan,Bakery,146.75,41,41,10,2023-05-08,Mon,Morning
Hell's Kitchen,Bakery,151.75,42,42,10,2023-05-09,Tue,Morning
Astoria,Bakery,112.25,31,30,10,2023-05-09,Tue,Morning
Astoria,Bakery,130,37,37,10,2023-05-10,Wed,Morning
Lower Manhattan,Bakery,130.25,36,36,10,2023-05-11,Thu,Morning
Astoria,Bakery,113.5,33,33,10,2023-05-12,Fri,Morning
Lower Manhattan,Bakery,197.25,56,56,10,2023-05-14,Sun,Morning
Lower Manhattan,Bakery,109.25,30,30,10,2023-05-19,Fri,Morning
Astoria,Bakery,169.25,47,47,10,2023-05-19,Fri,Morning
Astoria,Bakery,210.25,59,59,10,2023-05-20,Sat,Morning
Lower Manhattan,Bakery,106.5,31,29,10,2023-05-23,Tue,Morning
Hell's Kitchen,Bakery,141.45,41,39,10,2023-05-24,Wed,Morning
Lower Manhattan,Bakery,133.8,40,36,10,2023-05-24,Wed,Morning
Astoria,Bakery,52,15,15,10,2023-05-25,Thu,Morning
Lower Manhattan,Bakery,118.5,34,34,10,2023-05-26,Fri,Morning
Astoria,Bakery,60.25,17,17,10,2023-05-27,Sat,Morning
Lower Manhattan,Bakery,91.65,26,26,10,2023-05-28,Sun,Morning
Hell's Kitchen,Bakery,55.75,16,16,10,2023-05-28,Sun,Morning
Lower Manhattan,Bakery,110.28,31,31,10,2023-05-30,Tue,Morning
Hell's Kitchen,Bakery,125.5,35,34,10,2023-05-30,Tue,Morning
Hell's Kitchen,Bakery,151.25,41,41,10,2023-05-31,Wed,Morning
Astoria,Bakery,118.25,33,32,10,2023-05-31,Wed,Morning
Lower Manhattan,Bakery,96,28,28,10,2023-06-01,Thu,Morning
Lower Manhattan,Bakery,107,31,31,10,2023-06-05,Mon,Morning
Astoria,Bakery,101.25,28,28,10,2023-06-07,Wed,Morning
Hell's Kitchen,Bakery,169.75,46,46,10,2023-06-07,Wed,Morning
Astoria,Bakery,118.25,33,17,10,2023-06-08,Thu,Morning
Astoria,Bakery,135,38,38,10,2023-06-10,Sat,Morning
Hell's Kitchen,Bakery,115.5,32,32,10,2023-06-12,Mon,Morning
Astoria,Bakery,115.25,33,33,10,2023-06-12,Mon,Morning
Lower Manhattan,Bakery,118.5,34,34,10,2023-06-15,Thu,Morning
Astoria,Bakery,185.25,52,52,10,2023-06-15,Thu,Morning
